degradation,fold,level,method,runs,sample_accuracy_mean,sample_accuracy_std,sample_macro_f1_mean,sample_macro_f1_std,test_subjects,trial_accuracy_mean,trial_accuracy_std,trial_macro_f1_mean,trial_macro_f1_std
coordinate_noise,loso_test_p7_val_p1,0.08,pointnet_gru,5,0.6088051750380516,0.0005833719298854419,0.5581663727683784,0.0005495178996565623,p7,0.6333333333333333,0.0,0.5595238095238095,0.0
coordinate_noise,loso_test_p7_val_p1,0.1,pointnet_gru,5,0.5884398782343988,0.0006028050638756035,0.5352654469292208,0.0007164032182701296,p7,0.6,0.0,0.5066666666666666,0.0
strong_synthetic_clutter,loso_test_p7_val_p1,0.0,pointnet_gru,1,0.617351598173516,0.0,0.5760220978904615,0.0,p7,0.6666666666666666,0.0,0.5928205128205127,0.0
strong_synthetic_clutter,loso_test_p7_val_p1,0.1,pointnet_gru,5,0.2408599695585997,0.0008455369505224509,0.1805980823176422,0.000786051932113621,p7,0.23333333333333334,0.0,0.1706896551724138,0.0
strong_synthetic_clutter,loso_test_p7_val_p1,0.2,pointnet_gru,5,0.16210045662100456,0.0005065315461885449,0.09796694350329863,0.0005614269258634036,p7,0.2,0.0,0.12,0.0
strong_synthetic_clutter,loso_test_p7_val_p1,0.4,pointnet_gru,5,0.12227549467275496,0.0003049842451980813,0.05499153106480163,0.0004131745542400275,p7,0.1,0.0,0.01818181818181818,0.0
strong_synthetic_clutter,loso_test_p7_val_p1,0.6,pointnet_gru,5,0.1076331811263318,0.0005788870701898502,0.0324871949301073,0.001008794831464836,p7,0.1,0.0,0.01818181818181818,0.0
strong_synthetic_clutter,loso_test_p7_val_p1,0.8,pointnet_gru,5,0.10204718417047183,0.00020477357758102836,0.022227162876119276,0.000395781482253147,p7,0.1,0.0,0.01818181818181818,0.0
structured_realistic_clutter,loso_test_p7_val_p1,0.0,pointnet_gru,1,0.617351598173516,0.0,0.5760220978904615,0.0,p7,0.6666666666666666,0.0,0.5928205128205127,0.0
structured_realistic_clutter,loso_test_p7_val_p1,0.02,pointnet_gru,5,0.5303805175038052,0.0015649589043434885,0.47010897646133626,0.0013361433913947575,p7,0.5599999999999999,0.01333333333333333,0.48277310924369743,0.009453781512605052
structured_realistic_clutter,loso_test_p7_val_p1,0.05,pointnet_gru,5,0.32361491628614913,0.032401288664323,0.25517561549521794,0.025301175190399164,p7,0.3333333333333333,0.047140452079103175,0.2591461251167134,0.032173788043836166
structured_realistic_clutter,loso_test_p7_val_p1,0.1,pointnet_gru,5,0.28967275494672756,0.022813115736267056,0.23159959660934684,0.024117467614082334,p7,0.29333333333333333,0.024944382578492935,0.23432866479925307,0.0332485177410666
structured_realistic_clutter,loso_test_p7_val_p1,0.15,pointnet_gru,5,0.26686453576864533,0.02347873047635142,0.20928802647941983,0.023677886870127767,p7,0.29333333333333333,0.03265986323710903,0.22627884863674338,0.036064833099967886
structured_realistic_clutter,loso_test_p7_val_p1,0.2,pointnet_gru,5,0.23172754946727547,0.05023110895760355,0.18048252715428542,0.041176466189819946,p7,0.23333333333333334,0.036514837167011066,0.17536516816516817,0.032873214938809014
structured_realistic_clutter,loso_test_p7_val_p1,0.3,pointnet_gru,5,0.20863013698630137,0.06058131403403698,0.15411172209761453,0.05528791260106072,p7,0.21999999999999997,0.07483314773547882,0.16303940503940503,0.07553115604378882
point_missing,loso_test_p7_val_p1,0.0,pointnet_tcn,1,0.6621765601217656,0.0,0.6541542073940536,0.0,p7,0.7,0.0,0.6402597402597402,0.0
point_missing,loso_test_p7_val_p1,0.1,pointnet_tcn,5,0.6629680365296804,0.00041362795256316535,0.6524537680524537,0.0006321900056894012,p7,0.7266666666666667,0.01333333333333333,0.6802597402597401,0.019999999999999976
point_missing,loso_test_p7_val_p1,0.2,pointnet_tcn,5,0.6586529680365297,0.0004688865083942138,0.6448738216908582,0.000603207156513054,p7,0.7333333333333333,0.0,0.6902597402597401,0.0
point_missing,loso_test_p7_val_p1,0.3,pointnet_tcn,5,0.647716894977169,0.00040413753568799564,0.6281726513639987,0.000571127969672557,p7,0.7,0.02108185106778919,0.656974025974026,0.02039207529149201
point_missing,loso_test_p7_val_p1,0.4,pointnet_tcn,5,0.631324200913242,0.001029902801984469,0.6023720347060066,0.0012788993228296701,p7,0.6333333333333333,0.0,0.5562121212121213,0.0
point_missing,loso_test_p7_val_p1,0.5,pointnet_tcn,5,0.6095129375951294,0.001163910927643972,0.5659866324657343,0.0013592139815081766,p7,0.6333333333333333,0.0,0.5378787878787878,0.0
point_missing,loso_test_p7_val_p1,0.6,pointnet_tcn,5,0.5823972602739727,0.0012163710876465733,0.5257888060007067,0.0016543393084802855,p7,0.6066666666666667,0.013333333333333332,0.5165454545454545,0.010666666666666692
point_missing,loso_test_p7_val_p1,0.7,pointnet_tcn,5,0.539779299847793,0.0005883150103527669,0.4710646185571054,0.00025681816912215646,p7,0.5666666666666667,0.0,0.4698051948051948,0.0
coordinate_noise,loso_test_p7_val_p1,0.0,pointnet_tcn,1,0.6621765601217656,0.0,0.6541542073940536,0.0,p7,0.7,0.0,0.6402597402597402,0.0
